stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type
Lübeck Hbf,444617,21260,53.8676,10.668868,
Lübeck Hbf,444617,513137,53.867172,10.668899,
Lüneburg,,347482,53.249958,10.419971,1
Lüneburg,347482,338855,53.249535,10.419739,
Lüneburg,347482,483122,53.249653,10.419886,
Lüneburg,347482,661375,53.24953,10.419999,
MG Hbf /Europaplatz,,229552,51.19697,6.445394,1
MG Rheydt Hbf,,93130,51.162895,6.440256,1
Maasbüll(b Niebüll),,343991,54.754414,8.812732,1
Maasbüll(b Niebüll),343991,642708,54.754414,8.812732,
Magdeburg Hbf,,73267,52.13035,11.626888,1
Magdeburg Hbf,73267,394609,52.13035,11.626891,
Magdeburg-Buckau,,657608,52.109207,11.630039,1
Magdeburg-Buckau,657608,70307,52.109203,11.63004,
Mainz Hbf,355696,420443,50.001118,8.25872,
"Mainz, Hauptbahnhof",,355696,50.00145,8.258419,1
Mallnitz-Obervellach,,508617,46.981213,13.176498,1
Mallnitz-Obervellach,508617,395170,46.981213,13.176498,
Mannheim Hbf,310590,267770,49.478836,8.469559,
Mannheim Hbf,310590,287224,49.4789,8.46964,
Mannheim Hbf,310590,358911,49.479355,8.468921,
Mannheim Hbf,310590,456704,49.479134,8.4699,
Mannheim Hbf,310590,526465,49.479076,8.46982,
Mannheim Hbf,310590,567374,49.47901,8.469757,
Mannheim Hbf,310590,582804,49.47928,8.47008,
Mannheim Hbf,310590,82828,49.47923,8.470026,
"Mannheim, Hauptbahnhof",,310590,49.479748,8.469936,1
Marburg Hauptbahnhof,,253000,50.819256,8.774007,1
Marburg(Lahn),253000,614024,50.818718,8.77401,
Marburg(Lahn),253000,97629,50.819256,8.774007,
Marienhafe,352626,337509,53.51922,7.27422,
Marienhafe,352626,96855,53.51933,7.274294,
Marienhafe Bahnhof,,352626,53.519897,7.273198,1
Memmingen,,208485,47.985584,10.18685,1
Memmingen,208485,80043,47.98558,10.186853,
Meppen,70306,521172,52.696022,7.298015,
"Meppen, Bahnhof",,70306,52.695477,7.298093,1
Metzingen Bahnhof,,307086,48.539753,9.29008,1
Metzingen(Württ),307086,130982,48.54001,9.290044,
Metzingen(Württ),307086,459444,48.539318,9.290089,
Miechow,,402203,50.35442,20.011295,1
Miechow,402203,63909,50.35442,20.011295,
Milano Centrale,,340031,45.48714,9.204824,1
Milano Centrale,340031,2929,45.48714,9.204824,
Minden(Westf),75050,124021,52.29067,8.934222,
Minden(Westf),75050,283940,52.29053,8.934814,
Minden(Westf),75050,396058,52.290478,8.935057,
"Minden, Bahnhof",,75050,52.29013,8.934177,1
"Minden, Kaiserstraße",,54972,52.289375,8.927915,1
"Minden, Kaiserstraße",54972,600853,52.28943,8.927862,
Montabaur,148077,546947,50.444836,7.825333,
Montabaur Bf,,148077,50.44483,7.825323,1
Mosonmagyarovar,,248790,47.850357,17.266424,1
Mosonmagyarovar,248790,380606,47.850357,17.266424,
Murnau,,626653,47.682266,11.192631,1
Murnau,626653,583777,47.682266,11.192628,
Mönchengladbach Hbf,229552,139029,51.196655,6.446095,
Mönchengladbach Hbf,229552,155648,51.196697,6.446014,
Mönchengladbach Hbf,229552,291375,51.196808,6.44578,
Mönchengladbach Hbf,229552,35705,51.19659,6.44623,
Mönchengladbach Hbf,229552,486264,51.196484,6.446454,
Mönchengladbach Hbf,229552,552240,51.19677,6.445852,
Mühlacker,470504,554633,48.95299,8.846079,
Mühlacker Bahnhof,,470504,48.95299,8.846079,1
Mülheim Hauptbahnhof,,416092,51.430553,6.886431,1
Mülheim(Ruhr)Hbf,416092,160506,51.431343,6.88651,
Mülheim(Ruhr)Hbf,416092,399707,51.431454,6.88679,
Mülheim(Ruhr)Hbf,416092,493952,51.43114,6.886665,
Müllheim (Baden) Bahnhof,,248846,47.809597,7.599487,1
Müllheim(Baden),248846,616447,47.809742,7.599332,
München Hbf,,210727,48.14029,11.559602,1
München Hbf,210727,145395,48.13994,11.557491,
München Hbf,210727,153864,48.14097,11.557671,
München Hbf,210727,206003,48.140553,11.557608,
München Hbf,210727,247210,48.140385,11.557572,
München Hbf,210727,251708,48.139828,11.553727,
München Hbf,210727,25402,48.14016,11.553898,
München Hbf,210727,263183,48.1399,11.553772,
München Hbf,210727,2852,48.140236,11.557545,
München Hbf,210727,299478,48.1405,11.55759,
München Hbf,210727,301824,48.141293,11.556161,
München Hbf,210727,318096,48.140705,11.557617,
München Hbf,210727,368862,48.140182,11.557527,
München Hbf,210727,38981,48.140812,11.557644,
München Hbf,210727,389994,48.14008,11.557518,
München Hbf,210727,397567,48.14086,11.557662,
München Hbf,210727,426840,48.14008,11.553853,
München Hbf,210727,431108,48.14065,11.557617,
München Hbf,210727,455469,48.14141,11.556206,
München Hbf,210727,462492,48.14033,11.557572,
München Hbf,210727,534086,48.141212,11.556161,
München Hbf,210727,547296,48.139954,11.553799,
München Hbf,210727,573525,48.13988,11.557491,
München Hbf,210727,651551,48.140232,11.558335,
München Hbf,210727,665218,48.140026,11.557518,
München Hbf,210727,84306,48.14134,11.556179,
München Hbf Gl.27-36,210727,183301,48.14153,11.556708,
München Hbf Gl.5-10,210727,669511,48.13993,11.554814,
München Ost,663103,51134,48.127304,11.605533,
München Ost,663103,535205,48.12744,11.604971,
München Ost,663103,632679,48.127388,11.605407,
München Ost,663103,655250,48.12872,11.604796,
München-Pasing,480195,622151,48.149853,11.461872,
Münster Hauptbahnhof,,131965,51.9567,7.63444,1
Münster(Westf)Hbf,131965,34205,51.956566,7.635715,
Münster(Westf)Hbf,131965,35111,51.95697,7.635815,
Münster(Westf)Hbf,131965,433496,51.95692,7.636192,
Münster(Westf)Hbf,131965,435951,51.956894,7.636452,
Münster(Westf)Hbf,131965,46881,51.95694,7.636075,
Münster(Westf)Hbf,131965,50465,51.95702,7.635446,
Münster(Westf)Hbf,131965,99837,51.95698,7.635743,
Mürzzuschlag,,85460,47.60795,15.677393,1
Mürzzuschlag,85460,486884,47.60795,15.677393,
Nagymaros-Visegrad,,444493,47.790894,18.9588,1
Nagymaros-Visegrad,444493,629490,47.790894,18.9588,
Naumburg(Saale)Hbf,,53076,51.16307,11.796988,1
Naumburg(Saale)Hbf,53076,327719,51.16307,11.796984,
Neu-Ulm,,216329,48.393044,10.004825,1
Neu-Ulm,216329,281588,48.39304,10.004823,
Neumarkt am Wallersee,,106258,47.954674,13.224806,1
Neumarkt am Wallersee,106258,214615,47.954674,13.224806,
Neumünster,,594469,54.07566,9.979757,1
Neumünster,594469,242168,54.075653,9.979683,
Neumünster,594469,628487,54.075672,9.979839,
Neumünster,594469,6755,54.075626,9.979576,
Neuss Hauptbahnhof,,289857,51.203526,6.683106,1
Neuss Hbf,289857,376577,51.205223,6.684885,
Neustadt(Weinstr)Hbf,401622,104059,49.349648,8.141584,
Neustadt(Weinstr)Hbf,401622,350416,49.34955,8.141557,
"Neustadt, Hauptbahnhof",,401622,49.35004,8.139967,1
Neustrelitz Hauptbahnhof,,329604,53.359474,13.07435,1
Neustrelitz Hbf,329604,258651,53.359283,13.074503,
Niebüll,,96565,54.78956,8.834768,1
Niebüll,96565,24278,54.789547,8.834721,
Niebüll,96565,389541,54.78953,8.834595,
Niebüll,96565,524741,54.789566,8.834805,
Niebüll neg,,260797,54.78955,8.832959,1
Niebüll neg,260797,93304,54.78955,8.832959,
Nienburg(Weser),,340397,52.645344,9.217862,1
Nienburg(Weser),340397,148620,52.64541,9.218015,
Nienburg(Weser),340397,210517,52.645466,9.218102,
Nienburg(Weser),340397,90111,52.645363,9.2179,
Norddeich,176422,322338,53.621464,7.160943,
Norddeich,176422,643993,53.62158,7.160824,
Norddeich Mole,653227,455957,53.62432,7.158739,
Norddeich(Norden),,176422,53.62152,7.160884,1
Norddeich(Norden) Mole,,653227,53.62432,7.158739,1
Norden,285635,162327,53.588104,7.219352,
Norden,285635,165270,53.587917,7.21929,
Norden(Ostfriesl),,285635,53.588013,7.219321,1
Northeim,,619556,51.70327,9.986607,1
Northeim(Han),619556,372424,51.70326,9.986306,
Nove Zamky,,425417,47.995003,18.173956,1
Nove Zamky,425417,236527,47.995003,18.173956,
Nürnberg Hbf,,326966,49.445614,11.082992,1
Nürnberg Hbf,326966,91205,49.445618,11.082989,
Nürtingen,,318551,48.62813,9.342721,1
Nürtingen,318551,225964,48.628147,9.342748,
Nürtingen,318551,5428,48.628136,9.342677,
Oberhausen Hbf,,179726,51.474,6.853346,1
Oberhausen Hbf,179726,20822,51.474876,6.851588,
Oberhausen Hbf,179726,468033,51.47462,6.85128,
Oberhausen Hbf,179726,525294,51.474323,6.851891,
Oberhausen Hbf,179726,541641,51.474403,6.851738,
Oberhausen Hbf,179726,656426,51.47446,6.851612,
Oberndorf (Neckar) Bahnhof,,357315,48.29559,8.575291,1
Oberndorf(Neckar),357315,18855,48.295506,8.575614,
Oberndorf(Neckar),357315,219871,48.2955,8.575479,
Oberstdorf,,224358,47.411034,10.278092,1
Oberstdorf,224358,499378,47.411034,10.278097,
Odense st,,593547,55.401775,10.386005,1
Odense st,593547,118645,55.401775,10.386005,
Offenburg,120667,614854,48.476475,7.946723,
Offenburg Bahnhof,,120667,48.476387,7.946587,1
Oldenburg(Oldb)Hbf,320843,629901,53.14432,8.222713,
"Oldenburg, Hauptbahnhof",,320843,53.144222,8.222684,1
Olten,,185210,47.351936,7.9077,1
Olten,185210,8133,47.351936,7.9077,
Opatija Matulji,,533363,45.3647,14.32098,1
Opatija Matulji,533363,562395,45.3647,14.32098,
Opoczno Poludnie,,144987,51.358517,20.231709,1
Opoczno Poludnie,144987,276881,51.358517,20.231709,
Opole Glowne,,543934,50.661514,17.925863,1
Opole Glowne,543934,135958,50.661514,17.925863,
Oranienburg,482664,134076,52.75412,13.249437,
Oranienburg,482664,372628,52.75408,13.249215,
Oranienburg,482664,463071,52.754093,13.249336,
Osnabrück Hbf,,207050,52.27313,8.060825,1
Osnabrück Hbf,207050,229624,52.272606,8.061793,
Osnabrück Hbf,207050,471195,52.273598,8.059918,
Osnabrück Hbf,207050,536137,52.272747,8.061333,
Osnabrück Hbf,207050,611831,52.27351,8.059799,
Osnabrück Hbf,207050,651375,52.272697,8.061522,
Osnabrück Hbf,207050,71990,52.27298,8.061441,
Ostbahnhof,,663103,48.128056,11.603646,1
Ostbahnhof,663103,120763,48.128296,11.604329,
Osterholz-Scharmbeck,,306062,53.222744,8.7974,1
Osterholz-Scharmbeck,306062,368550,53.22273,8.79746,
Osterholz-Scharmbeck,306062,570298,53.222763,8.797339,
Ostrava hl.n.,,629474,49.852085,18.267262,1
Ostrava hl.n.,629474,253287,49.852085,18.267262,
Ostseebad Binz,197005,10103,54.40482,13.600507,
Ostseebad Binz,197005,101292,54.405552,13.599532,
Ostseebad Binz,197005,9834,54.4056,13.599694,
Oswiecim,,502197,50.041504,19.199724,1
Oswiecim,502197,561837,50.041504,19.199724,
Padborg st,,118686,54.82425,9.358803,1
Padborg st,118686,45163,54.82425,9.358803,
Paderborn Hbf,,220892,51.712917,8.739925,1
Paderborn Hbf,220892,294653,51.712894,8.740338,
