route_id,service_id,trip_id
118,579,353132
118,579,473094
118,579,598756
118,579,67250
118,579,952636
118,579,975030
118,583,1074913
118,583,1403128
118,583,1514795
118,583,182504
118,583,330517
118,583,701718
118,583,802023
118,583,986071
118,588,44650
118,589,1300666
118,589,1631261
118,589,88464
118,72,479202
118,72,678251
118,89,1525412
118,93,1456463
118,93,847849
119,406,523405
119,464,902356
119,535,84374
12,130,341331
12,141,1734117
12,153,1832250
12,158,1071338
12,174,643222
12,174,928248
12,188,1006965
12,195,785729
12,211,1724162
12,217,1054070
12,217,128052
12,223,120788
12,232,1019138
12,232,1116706
12,232,1269503
12,232,1361580
12,232,1363761
12,232,1373850
12,232,1423129
12,232,1430208
12,232,1484067
12,232,1488782
12,232,1527229
12,232,304182
12,232,400782
12,232,599526
12,232,919054
12,232,941617
12,262,1035779
12,262,1454131
12,295,1069927
12,295,123536
12,295,139080
12,295,1509996
12,295,1654139
12,295,1766484
12,295,457653
12,295,871323
12,295,88884
12,295,9375
12,314,481107
12,317,1079257
12,317,1467583
12,317,1494071
12,317,99852
12,319,101995
12,319,1070980
12,319,1164069
12,319,1166242
12,319,1336348
12,319,1457561
12,319,1647346
12,319,1668783
12,319,1680533
12,319,170449
12,319,1721219
12,319,1747620
12,319,1876897
12,319,197612
12,319,244057
12,319,266038
12,319,283458
12,319,29174
12,319,323353
12,319,474753
12,319,513874
12,319,599550
12,319,642557
12,319,742337
12,319,776454
12,319,793099
12,319,917445
12,319,967610
12,319,997380
12,329,1760156
12,33,815896
12,339,1017001
12,339,1807727
12,339,196199
12,349,1206420
12,354,1627809
12,354,550909
12,360,1128851
12,360,1364273
12,360,1440470
12,360,1552487
12,360,1865781
12,360,234503
12,360,373133
12,360,465162
12,360,51660
12,360,621050
12,360,657824
12,360,712128
12,360,754516
12,360,809965
12,368,137675
12,385,1624917
12,387,106130
12,387,1282561
12,387,1487743
12,387,1556610
12,387,1754635
12,387,254572
12,387,823888
12,387,993793
12,406,1104752
12,406,1547494
12,406,1882832
12,406,322374
12,406,787177
12,407,873878
12,414,237384
12,417,1238187
12,417,1395242
12,441,207455
12,443,1797024
12,443,1851162
12,446,157915
12,447,1245090
12,447,707334
12,449,1376444
12,449,1466809
12,449,1541552
12,449,400413
12,449,441391
12,449,490621
12,449,832534
12,449,962940
12,451,1088219
12,451,1703920
12,451,54636
12,454,203261
12,454,945926
12,455,27737
12,456,1270249
12,461,1232550
12,464,1022635
12,464,1814040
12,464,647758
12,513,1777485
12,52,717044
12,53,1098376
12,53,1113604
12,53,1257779
12,53,1270422
12,53,1272717
12,53,1370954
12,53,1421302
12,53,1484377
12,53,1547251
12,53,156852
12,53,410392
12,53,696763
12,53,7971
12,53,801408
12,53,995658
12,552,1345781
12,566,422545
12,57,1461029
12,579,1128441
12,579,1296237
12,579,1461057
12,579,1523441
12,579,165386
12,579,1666197
12,579,1679497
12,579,1700518
12,579,1747909
12,579,322589
12,579,334335
12,579,365987
12,579,469497
12,579,667666
12,579,668853
12,579,759233
12,579,836201
12,579,91892
12,579,927256
12,583,1725230
12,589,33463
12,589,3988
12,589,847259
12,591,1513451
12,592,753173
12,594,1201968
12,595,103120
12,597,1006635
12,597,1376555
12,609,1042219
12,609,1082262
12,609,1172128
12,609,1233415
12,609,1651668
12,609,1702735
12,609,1775016
12,609,19728
12,609,402433
12,609,962525
12,61,56474
12,70,66088
12,72,1121479
12,72,852863
12,99,1021375
12,99,1025542
12,99,1222830
12,99,1292409
12,99,1339498
12,99,1492891
12,99,152885
12,99,1538209
12,99,1794836
12,99,485731
12,99,498866
12,99,633918
12,99,65776
12,99,79379
12,99,986600
120,202,363771
120,266,751966
120,33,1001389
120,33,535892
120,33,754741
120,33,964941
120,360,1058627
120,360,1454255
120,360,1550889
120,360,164830
120,360,1756754
120,360,593702
120,360,622741
120,4,799156
120,446,668117
120,505,63051
120,530,1085300
120,542,1194976
120,542,228232
120,542,607320
120,542,727990
120,542,926132
120,542,946693
120,563,215169
120,579,1047361
120,579,1501673
120,579,1617697
120,579,1826583
120,579,473052
120,579,687429
120,579,695156
120,579,814102
120,579,865492
120,583,1183134
120,583,1236468
120,583,1272391
120,583,402536
120,609,172419
121,123,1363071
121,202,1738103
121,216,1768810
121,275,656057
121,327,1636146
121,33,1353603
121,33,1733209
121,33,493752
121,360,1065600
121,360,1068172
121,360,1416443
121,360,1547343
121,360,1552916
121,360,1812988
121,360,458970
121,360,488904
121,4,601177
121,505,298616
121,542,1555506
121,542,1839846
121,542,209472
121,542,578287
121,542,631225
121,579,1167650
121,579,1183827
121,579,1321561
121,579,1662382
121,579,1685042
121,579,1781993
121,579,398243
121,579,491798
121,579,604788
121,579,611494
121,579,70866
121,579,815904
121,583,117836
121,583,1622513
121,583,470278
121,583,724932
121,65,174628
121,99,1807279
122,125,580723
122,53,492830
122,583,1219106
122,583,404878
123,506,716181
124,122,345269
124,125,1682258
124,125,271443
124,317,126184
124,317,1833351
124,317,249398
124,317,353179
124,317,418701
124,317,581169
124,317,733313
124,317,894980
124,317,973298
124,33,701946
124,339,187488
124,387,683593
124,387,924498
124,449,31518
124,487,1842930
124,5,1032596
124,509,245869
124,509,91937
124,53,1239563
124,53,1360213
124,559,24363
124,579,696482
124,583,1363461
124,583,903122
124,590,459025
124,72,146530
124,87,1266506
124,87,1800490
124,87,1812782
124,87,1841051
124,87,392456
124,87,724312
124,87,778064
124,87,780813
124,87,796178
124,87,871483
124,92,1207668
124,92,1776194
124,92,180051
124,92,251654
124,92,486206
124,92,700966
124,92,745055
124,92,887994
124,92,945736
124,93,1470838
125,125,1525216
125,129,1057806
125,129,1683556
125,129,1794036
125,129,526556
125,129,934952
125,129,960281
125,129,984633
125,132,113348
125,132,1507094
125,132,1850829
125,132,539096
125,132,689558
125,132,928190
125,132,944504
125,133,1714159
125,140,385454
125,153,140730
125,153,149665
125,153,1764092
125,175,1443362
125,175,1465870
125,175,157233
125,175,251980
125,175,401674
125,175,560334
125,175,676304
125,175,768064
125,175,98971
125,19,1332117
125,202,1499650
125,202,1646235
125,202,616539
125,202,696266
125,208,772860
125,217,1191509
125,225,425697
125,247,995597
125,262,1404044
125,262,1482173
125,262,927489
125,267,320152
125,269,1481924
125,281,911284
125,292,1027587
125,315,1033666
125,315,1681481
125,315,455330
125,315,56243
125,315,887613
125,319,1186645
125,319,1219142
125,319,1233485
125,319,153623
125,319,1618067
125,319,222566
125,319,333843
125,319,353686
125,319,416566
125,319,418396
125,319,58722
125,319,593686
125,319,633290
125,319,964891
125,319,980831
125,339,1600714
125,339,1856397
125,34,1819094
125,357,1215253
125,357,504150
125,373,1379094
125,373,1588230
125,373,324287
125,382,1856132
125,382,37189
125,387,1093154
125,387,1392682
125,387,1500526
125,387,1511508
125,387,1541671
125,387,1642952
125,387,1713945
125,387,174762
125,387,1781521
125,387,297498
125,387,352930
125,387,441031
125,387,540577
125,387,543100
125,387,775346
125,387,878834
125,387,888572
125,399,183300
125,414,310553
125,417,1881434
125,417,476317
125,417,948581
125,443,1108999
125,443,1161237
125,443,1456715
125,443,1705403
125,443,200415
125,443,538622
125,443,564016
125,443,576387
125,443,645256
125,443,758801
125,443,801113
125,443,832200
125,443,860972
125,449,1454723
125,449,26032
125,449,873839
125,455,1466155
125,455,1676038
125,455,425251
125,455,501512
125,455,984317
125,464,1134387
125,464,1550798
125,464,821635
125,508,911065
125,511,55766
125,511,835848
125,53,1088691
125,53,1141035
125,53,1174401
125,53,1193907
125,53,130466
125,53,1396746
125,53,1529185
125,53,1577848
125,53,1641218
125,53,1869483
125,53,23730
125,53,426342
125,53,498222
125,53,590273
125,53,672076
125,53,684917
125,53,850423
125,53,922140
125,53,92779
125,540,1486545
125,552,7440
125,559,1425534
125,57,1212506
125,57,812483
125,579,113308
125,579,1213299
125,579,1243156
125,579,124407
125,579,1368252
125,579,1375622
125,579,1375634
125,579,1469907
125,579,1693310
125,579,1729707
125,579,1888503
125,579,211793
125,579,214997
125,579,381057
125,579,535505
125,579,693688
125,579,814491
125,579,833142
125,579,85903
125,579,905939
125,579,909415
125,579,939389
125,588,1016397
125,588,1556676
125,589,21694
125,589,698246
125,591,101198
125,591,1227670
125,591,1796556
125,591,38989
125,591,559133
125,591,951333
125,596,1864897
125,597,372040
125,60,1036220
125,60,1341239
125,60,1720220
125,60,304248
125,60,318285
125,60,361016
125,60,526725
125,60,562287
125,607,1451911
125,607,595768
125,92,1467493
125,92,1771545
126,12,241249
126,295,715738
126,343,1882748
126,343,459288
126,352,199922
126,385,178548
126,387,1404293
126,387,737114
126,443,175075
126,443,543686
126,443,841989
126,464,1152659
126,464,242075
126,464,312196
126,511,1763682
126,579,1124697
126,606,1007683
126,99,1832402
127,387,1193996
127,387,706901
127,446,43087
127,464,791241
127,53,1402698
127,552,1203540
127,579,1874213
128,109,417870
128,125,577620
128,125,807272
128,125,810546
128,133,1835595
128,140,756223
128,157,76823
128,184,1425930
128,236,1394311
128,239,403479
128,265,1020409
128,267,251107
128,279,963211
128,300,869944
128,311,1175741
128,317,1159576
128,317,395756
128,342,166161
128,353,1310581
128,354,22168
128,354,389483
128,358,1031643
128,358,73084
128,36,102437
128,387,1451529
128,387,416106
128,387,794912
128,401,415163
128,414,1608820
128,414,255587
128,414,65133
128,417,1251517
128,417,468941
128,433,765942
128,443,1155394
128,443,1199806
128,443,1546409
128,455,1053861
128,455,1246798
128,455,72481
128,455,889329
128,464,1738502
128,484,1254754
128,503,1405
128,523,123874
128,529,100494
128,53,1631599
128,53,1661370
128,53,251722
128,53,254397
128,53,576903
128,53,752703
128,53,929967
128,550,765886
128,557,1526386
128,575,453758
128,579,273568
128,579,312437
128,588,260068
128,588,863700
128,588,97401
128,589,1678810
128,591,327249
128,60,1002787
128,607,1152675
128,607,420225
128,607,430539
128,607,817013
128,607,854959
128,88,1517284
129,125,428933
129,138,1139127
129,317,419362
129,317,867548
129,446,1588368
129,464,1133374
129,464,1464628
129,514,193858
129,519,863899
129,583,221272
13,106,137994
13,157,723743
13,166,1435104
13,230,1349478
13,252,1535659
13,33,1454914
13,33,748259
13,344,511752
13,359,1633359
13,381,1777548
13,392,522984
13,401,44479
13,415,1169642
13,415,920694
13,443,1375102
13,443,806831
13,467,1072128
13,474,1630213
13,511,1127652
13,567,786734
13,579,1808798
13,579,298488
13,81,369407
14,114,502269
14,182,1440024
14,182,717697
14,266,598767
14,349,1003565
14,349,825664
14,387,1429812
14,446,1443366
14,446,356426
14,53,134331
14,53,1523489
14,579,760581
15,225,1733646
15,225,424879
15,226,1337850
15,278,1253853
15,278,1824532
15,286,1045452
15,286,772657
15,33,1657567
15,33,31780
15,33,331057
15,33,500705
15,33,61933
15,33,735945
15,33,742473
15,33,868612
15,33,907412
15,33,921821
15,348,647005
15,353,577861
15,37,1209185
15,37,556359
15,387,1018484
15,387,1043553
15,387,264300
15,387,6616
15,387,662969
15,387,867690
15,417,1848934
15,436,167486
15,437,1503297
15,449,344387
15,455,823678
15,455,922958
15,458,1205243
15,464,1316865
15,464,1581654
15,464,1648163
15,464,1744233
15,464,1751124
15,464,1781559
15,464,1814955
15,464,196893
15,464,328447
15,464,37860
15,464,397678
15,464,696194
15,464,800365
15,464,831042
15,464,877757
15,464,950705
15,514,1333340
15,514,1376809
15,514,1625242
15,514,1666256
15,514,201929
15,514,512130
15,53,1065625
15,53,1099192
15,53,384412
15,53,541910
15,53,98685
15,545,1083254
15,555,535123
15,579,1019340
15,579,117935
15,579,118242
15,579,121426
15,579,1225654
15,579,1269594
15,579,1468048
